    1   0.0000000000   0.0000000000   0.0000000000
    2   0.9999999888   0.0000000000   0.0000000000
    3   1.9999999748   0.0000000000   0.0000000000
    4   0.0000000000   1.0000000444   0.0000000000
    5   0.9999999875   1.0000000418   0.0000000000
    6   1.9999999768   1.0000000484   0.0000000000
    7   0.0000000000   2.0000001285   0.0000000000
    8   0.9999999832   2.0000000764   0.0000000000
    9   1.9999999577   2.0000001364   0.0000000000
   10   0.0000000000   0.0000000000   0.9999999888
   11   0.9999999886   0.0000000000   0.9999999886
   12   1.9999999753   0.0000000000   0.9999999885
   13   0.0000000000   1.0000000418   0.9999999875
   14   0.9999999876   1.0000000395   0.9999999876
   15   1.9999999768   1.0000000457   0.9999999873
   16   0.0000000000   2.0000000764   0.9999999832
   17   0.9999999841   2.0000000657   0.9999999841
   18   1.9999999691   2.0000000819   0.9999999836
   19   0.0000000000   0.0000000000   1.9999999748
   20   0.9999999885   0.0000000000   1.9999999753
   21   1.9999999742   0.0000000000   1.9999999742
   22   0.0000000000   1.0000000484   1.9999999768
   23   0.9999999873   1.0000000457   1.9999999768
   24   1.9999999760   1.0000000518   1.9999999760
   25   0.0000000000   2.0000001364   1.9999999577
   26   0.9999999836   2.0000000819   1.9999999691
   27   1.9999999596   2.0000001427   1.9999999596
