1,1,1,0
2,1,2,0
3,1,3,0
4,31,1,0
5,31,2,0
6,31,3,0
7,32,1,0
8,32,2,0
9,32,3,0
10,33,1,0
11,33,2,0
12,33,3,0
13,34,1,0
14,34,2,0
15,34,3,0
16,35,1,0
17,35,2,0
18,35,3,0
19,36,1,0
20,36,2,0
21,36,3,0
22,37,1,0
23,37,2,0
24,37,3,0
25,38,1,0
26,38,2,0
27,38,3,0
28,39,1,0
29,39,2,0
30,39,3,0
31,40,1,0
32,40,2,0
33,40,3,0
34,132,1,0
35,132,2,0
36,132,3,0
37,133,1,0
38,133,2,0
39,133,3,0
40,134,1,0
41,134,2,0
42,134,3,0
43,135,1,0
44,135,2,0
45,135,3,0
46,136,1,0
47,136,2,0
48,136,3,0
49,137,1,0
50,137,2,0
51,137,3,0
52,138,1,0
53,138,2,0
54,138,3,0
55,139,1,0
56,139,2,0
57,139,3,0
58,140,1,0
59,140,2,0
60,140,3,0
61,141,1,0
62,141,2,0
63,141,3,0
64,232,1,0
65,232,2,0
66,232,3,0
67,233,1,0
68,233,2,0
69,233,3,0
70,234,1,0
71,234,2,0
72,234,3,0
73,235,1,0
74,235,2,0
75,235,3,0
76,236,1,0
77,236,2,0
78,236,3,0
79,237,1,0
80,237,2,0
81,237,3,0
82,238,1,0
83,238,2,0
84,238,3,0
85,239,1,0
86,239,2,0
87,239,3,0
88,240,1,0
89,240,2,0
90,240,3,0
91,241,1,0
92,241,2,0
93,241,3,0
94,242,1,0
95,242,2,0
96,242,3,0
97,243,1,0
98,243,2,0
99,243,3,0
100,244,1,0
101,244,2,0
102,244,3,0
103,245,1,0
104,245,2,0
105,245,3,0
106,246,1,0
107,246,2,0
108,246,3,0
109,247,1,0
110,247,2,0
111,247,3,0
112,248,1,0
113,248,2,0
114,248,3,0
115,249,1,0
116,249,2,0
117,249,3,0
118,250,1,0
119,250,2,0
120,250,3,0
121,251,1,0
122,251,2,0
123,251,3,0
124,252,1,0
125,252,2,0
126,252,3,0
127,253,1,0
128,253,2,0
129,253,3,0
130,254,1,0
131,254,2,0
132,254,3,0
133,255,1,0
134,255,2,0
135,255,3,0
136,256,1,0
137,256,2,0
138,256,3,0
139,257,1,0
140,257,2,0
141,257,3,0
142,258,1,0
143,258,2,0
144,258,3,0
145,259,1,0
146,259,2,0
147,259,3,0
148,260,1,0
149,260,2,0
150,260,3,0
151,261,1,0
152,261,2,0
153,261,3,0
154,262,1,0
155,262,2,0
156,262,3,0
157,263,1,0
158,263,2,0
159,263,3,0
160,264,1,0
161,264,2,0
162,264,3,0
163,265,1,0
164,265,2,0
165,265,3,0
166,266,1,0
167,266,2,0
168,266,3,0
169,267,1,0
170,267,2,0
171,267,3,0
172,268,1,0
173,268,2,0
174,268,3,0
175,269,1,0
176,269,2,0
177,269,3,0
178,270,1,0
179,270,2,0
180,270,3,0
181,271,1,0
182,271,2,0
183,271,3,0
184,272,1,0
185,272,2,0
186,272,3,0
187,273,1,0
188,273,2,0
189,273,3,0
190,274,1,0
191,274,2,0
192,274,3,0
193,275,1,0
194,275,2,0
195,275,3,0
196,276,1,0
197,276,2,0
198,276,3,0
199,277,1,0
200,277,2,0
201,277,3,0
202,278,1,0
203,278,2,0
204,278,3,0
205,279,1,0
206,279,2,0
207,279,3,0
208,280,1,0
209,280,2,0
210,280,3,0
211,281,1,0
212,281,2,0
213,281,3,0
214,282,1,0
215,282,2,0
216,282,3,0
217,283,1,0
218,283,2,0
219,283,3,0
220,284,1,0
221,284,2,0
222,284,3,0
223,285,1,0
224,285,2,0
225,285,3,0
226,286,1,0
227,286,2,0
228,286,3,0
229,287,1,0
230,287,2,0
231,287,3,0
232,288,1,0
233,288,2,0
234,288,3,0
235,289,1,0
236,289,2,0
237,289,3,0
238,290,1,0
239,290,2,0
240,290,3,0
241,291,1,0
242,291,2,0
243,291,3,0
244,292,1,0
245,292,2,0
246,292,3,0
247,293,1,0
248,293,2,0
249,293,3,0
250,294,1,0
251,294,2,0
252,294,3,0
253,295,1,0
254,295,2,0
255,295,3,0
256,296,1,0
257,296,2,0
258,296,3,0
259,297,1,0
260,297,2,0
261,297,3,0
262,298,1,0
263,298,2,0
264,298,3,0
265,299,1,0
266,299,2,0
267,299,3,0
268,300,1,0
269,300,2,0
270,300,3,0
271,301,1,0
272,301,2,0
273,301,3,0
274,302,1,0
275,302,2,0
276,302,3,0
277,303,1,0
278,303,2,0
279,303,3,0
280,304,1,0
281,304,2,0
282,304,3,0
283,305,1,0
284,305,2,0
285,305,3,0
286,306,1,0
287,306,2,0
288,306,3,0
289,307,1,0
290,307,2,0
291,307,3,0
292,308,1,0
293,308,2,0
294,308,3,0
295,309,1,0
296,309,2,0
297,309,3,0
298,310,1,0
299,310,2,0
300,310,3,0
301,311,1,0
302,311,2,0
303,311,3,0
304,312,1,0
305,312,2,0
306,312,3,0
307,313,1,0
308,313,2,0
309,313,3,0
310,314,1,0
311,314,2,0
312,314,3,0
313,315,1,0
314,315,2,0
315,315,3,0
316,316,1,0
317,316,2,0
318,316,3,0
319,317,1,0
320,317,2,0
321,317,3,0
322,318,1,0
323,318,2,0
324,318,3,0
325,319,1,0
326,319,2,0
327,319,3,0
328,320,1,0
329,320,2,0
330,320,3,0
331,321,1,0
332,321,2,0
333,321,3,0
334,322,1,0
335,322,2,0
336,322,3,0
337,323,1,0
338,323,2,0
339,323,3,0
340,324,1,0
341,324,2,0
342,324,3,0
343,325,1,0
344,325,2,0
345,325,3,0
346,326,1,0
347,326,2,0
348,326,3,0
349,327,1,0
350,327,2,0
351,327,3,0
352,328,1,0
353,328,2,0
354,328,3,0
355,329,1,0
356,329,2,0
357,329,3,0
358,330,1,0
359,330,2,0
360,330,3,0
361,331,1,0
362,331,2,0
363,331,3,0



===========================
[ID] [Node number] [Fixed direction] [Value]

[Fixed direction]: 1 = x-direction, 2 = y-direction, 3 = z-direction

