1,-1,-0.1,1
2,-0.8,-0.1,1
3,-0.6,-0.1,1
4,-0.4,-0.1,1
5,-0.2,-0.1,1
6,0,-0.1,1
7,0.2,-0.1,1
8,0.4,-0.1,1
9,0.6,-0.1,1
10,0.8,-0.1,1
11,1,-0.1,1
12,1,-0.08,1
13,1,-0.06,1
14,1,-0.04,1
15,1,-0.02,1
16,1,0,1
17,1,0.02,1
18,1,0.04,1
19,1,0.06,1
20,1,0.08,1
21,1,0.1,1
22,0.8,0.1,1
23,0.6,0.1,1
24,0.4,0.1,1
25,0.2,0.1,1
26,0,0.1,1
27,-0.2,0.1,1
28,-0.4,0.1,1
29,-0.6,0.1,1
30,-0.8,0.1,1
31,-1,0.1,1
32,-1,0.08,1
33,-1,0.06,1
34,-1,0.04,1
35,-1,0.02,1
36,-1,0,1
37,-1,-0.02,1
38,-1,-0.04,1
39,-1,-0.06,1
40,-1,-0.08,1
41,-0.8,-0.08,1
42,-0.6,-0.08,1
43,-0.4,-0.08,1
44,-0.2,-0.08,1
45,0,-0.08,1
46,0.2,-0.08,1
47,0.4,-0.08,1
48,0.6,-0.08,1
49,0.8,-0.08,1
50,-0.8,-0.06,1
51,-0.6,-0.06,1
52,-0.4,-0.06,1
53,-0.2,-0.06,1
54,0,-0.06,1
55,0.2,-0.06,1
56,0.4,-0.06,1
57,0.6,-0.06,1
58,0.8,-0.06,1
59,-0.8,-0.04,1
60,-0.6,-0.04,1
61,-0.4,-0.04,1
62,-0.2,-0.04,1
63,0,-0.04,1
64,0.2,-0.04,1
65,0.4,-0.04,1
66,0.6,-0.04,1
67,0.8,-0.04,1
68,-0.8,-0.02,1
69,-0.6,-0.02,1
70,-0.4,-0.02,1
71,-0.2,-0.02,1
72,0,-0.02,1
73,0.2,-0.02,1
74,0.4,-0.02,1
75,0.6,-0.02,1
76,0.8,-0.02,1
77,-0.8,0,1
78,-0.6,0,1
79,-0.4,0,1
80,-0.2,0,1
81,0,0,1
82,0.2,0,1
83,0.4,0,1
84,0.6,0,1
85,0.8,0,1
86,-0.8,0.02,1
87,-0.6,0.02,1
88,-0.4,0.02,1
89,-0.2,0.02,1
90,0,0.02,1
91,0.2,0.02,1
92,0.4,0.02,1
93,0.6,0.02,1
94,0.8,0.02,1
95,-0.8,0.04,1
96,-0.6,0.04,1
97,-0.4,0.04,1
98,-0.2,0.04,1
99,0,0.04,1
100,0.2,0.04,1
101,0.4,0.04,1
102,0.6,0.04,1
103,0.8,0.04,1
104,-0.8,0.06,1
105,-0.6,0.06,1
106,-0.4,0.06,1
107,-0.2,0.06,1
108,0,0.06,1
109,0.2,0.06,1
110,0.4,0.06,1
111,0.6,0.06,1
112,0.8,0.06,1
113,-0.8,0.08,1
114,-0.6,0.08,1
115,-0.4,0.08,1
116,-0.2,0.08,1
117,0,0.08,1
118,0.2,0.08,1
119,0.4,0.08,1
120,0.6,0.08,1
121,0.8,0.08,1
122,1,-0.1,0
123,1,-0.1,0.1
124,1,-0.1,0.2
125,1,-0.1,0.3
126,1,-0.1,0.4
127,1,-0.1,0.5
128,1,-0.1,0.6
129,1,-0.1,0.7
130,1,-0.1,0.8
131,1,-0.1,0.9
132,-1,-0.1,0.9
133,-1,-0.1,0.8
134,-1,-0.1,0.7
135,-1,-0.1,0.6
136,-1,-0.1,0.5
137,-1,-0.1,0.4
138,-1,-0.1,0.3
139,-1,-0.1,0.2
140,-1,-0.1,0.1
141,-1,-0.1,0
142,-0.8,-0.1,0
143,-0.6,-0.1,0
144,-0.4,-0.1,0
